text,score_?,score_2,score_1,score_3,high_influential,high_factbasedness,high_inaccuracy,high_opinionated,high_accountability,high_unobjectivity_tone,noise
"The Twiners also rammed their truck into one of the ATVs,",False,False,False,True,False,True,False,False,False,False,False
the sheriff said.,False,True,False,False,False,False,False,False,True,False,False
"Authorities found a 9mm handgun and believe another, unrecovered, firearm might have been involved.",False,False,False,True,False,True,False,False,False,False,False
"Previously, the Twiners had posted slogans and memes to their social media accounts such as “Redneck Neighborhood Watch,” “You Loot We Shoot” and images of a Confederate flag.",False,False,False,True,False,False,True,False,False,False,False
No one was hurt in Sept. 27 incident,False,False,False,True,False,True,False,False,False,False,False
which had similarities to the Ahmaud Arbery case.,False,False,False,True,False,False,True,False,False,False,False
Arbery was a 25-year-old black man shot and killed by a white father-son duo in February while he was out jogging.,False,False,False,True,False,True,False,False,False,False,False
But one of the victims and his mother told WLBT-TV the attack was like something out of a horror movie.,False,True,False,False,False,False,False,False,False,True,False
One of the teenagers said when he closes his eyes he can still hear the gunshots and feel the shock of the truck hitting his ATV.,False,False,False,True,False,False,True,False,False,False,False
"He saw one of the men shooting at him from the driver’s side, and the other shooting from across the roof of the truck from the passenger side",False,False,False,True,False,False,True,False,False,False,False
"“Not only did they shoot at him, they also ran into the back of his four wheeler, and that could also have been murder right then and there,”",False,True,False,False,False,False,False,True,False,False,False
the teen’s mother told WLBT.,False,True,False,False,False,False,False,False,True,False,False
Tottenham are in talks with two centre-backs ahead of Monday's transfer deadline after securing the loan signing of Carlos Vinicius. ,False,False,False,True,False,False,True,False,False,False,False
Spurs confirmed,False,False,False,False,False,False,False,False,True,False,False
the Brazilian's arrival from Benfica on Friday evening.,False,False,False,True,False,True,False,False,False,False,False
"The 25-year-old striker, who produced 24 goals and 13 assists last term, will wear the No 45 shirt and joins for the season on loan.",False,False,False,True,False,True,False,False,False,False,False
"Jose Mourinho has paid a fee just shy of £3million to sign the frontman as back-up to Harry Kane,",False,False,False,True,False,True,False,False,False,False,False
which the Portuguese coach had made clear,False,False,False,False,False,False,False,False,True,False,False
he wanted before the window closed.,False,False,False,True,False,True,False,False,False,False,False
"Spurs also have the option to sign Vinicius on a four-year contract at the end of the season for around £40m should his temporary stint in north London work out.
",False,False,False,True,False,False,True,False,False,False,False
"He becomes the club's sixth addition of the summer after Pierre-Emile Hojbjerg, Joe Hart, Matt Doherty, Sergio Reguilon and Gareth Bale, who also joined on a season-long loan.",False,False,False,True,False,True,False,False,False,False,False
But Mourinho and Daniel Levy are not done there and want to sign a new centre-half before the window shuts for international transfers at 11pm on Monday.,False,False,False,True,False,False,True,False,False,False,False
"According to transfer expert Fabrizio Romano, ",False,False,False,False,False,False,False,False,True,False,False
Spurs are in talks over Chelsea defender Antonio Rudiger in addition to Inter Milan's Milan Skriniar.,False,False,False,True,False,True,False,False,False,False,False
Slovakian international Skriniar is said to be the top target with the 25-year-old having been linked to Manchester United when Mourinho was in charge at Old Trafford.,False,False,False,True,False,False,True,False,False,False,False
Romano said on Twitter:,False,False,False,True,False,True,False,False,False,False,False
"""Still nothing advanced for Toni Rudiger - Skriniar is the main target but deal with Inter is still ‘complicated’.",False,True,False,False,False,False,False,True,False,False,False
"""Inter would accept €50m + add ons but there’s still no agreement. #THFC.""",False,True,False,False,False,False,False,True,False,False,False
"While Inter are reluctant to lose Skriniar, Spurs are reportedly preparing a bid to test their resolve after holding talks with Italian giants.
",False,False,False,True,False,False,True,False,False,False,False
"""Skriniar? I repeat: there was contact with Tottenham, but we reiterated that he is not on the market and we have not received any special offers,""",False,True,False,False,False,False,False,True,False,False,False
 Inter chief Ausilio told Sky Italy earlier this week.,False,False,False,False,False,False,False,False,True,False,False
Other defenders linked include Beijing Guoan's Kim Min-jae and Juventus' Merih Demiral,False,False,False,True,False,True,False,False,False,False,False
but Skriniar and Rudiger appeared to be ahead of them on the list.,False,False,False,True,False,False,True,False,False,False,False
Rudiger could be allowed to leave Chelsea on loan having fallen out of favour under Frank Lampard but the Blues want the 27-year-old to sign a one-year contract extension first.,False,False,False,True,False,False,True,False,False,False,False
The German's current deal expires in 2022 and he would be available on the cheap next summer once returning from his loan stint if he does not sign an extension.,False,False,False,True,False,True,False,False,False,False,False
West Ham and Paris Saint-Germain have also been linked to Rudiger,False,True,False,False,True,False,False,False,False,False,False
" but asked if the centre-back's future lies away from Stamford Bridge this week, Lampard said:",False,False,False,False,False,False,False,False,True,False,False
"""No, it's not at that point.""",False,True,False,False,False,False,False,True,False,False,False
"DON'T MISS...
",False,False,False,False,False,False,False,False,False,False,True
"However, it is believed Rudiger would be allowed to move on having not played for Chelsea this season, being left out of the match-day squad for all of their four Premier League and Carabao Cup matches since an opening-weekend win at Brighton.",False,False,False,True,False,False,True,False,False,False,False
But Skriniar is Spurs' top target with Football.,False,False,False,True,False,False,True,False,False,False,False
London claiming,False,False,False,False,False,False,False,False,True,False,False
Spurs are willing to submit an offer of around £32m plus add-ons while Inter hold out for closer to £45m.,False,False,False,True,False,True,False,False,False,False,False
It is added that the player is very keen on moving to London but that 22-year-old Turkish defender Demiral is a back-up option if a deal cannot be brokered with Inter.,False,False,False,True,False,False,True,False,False,False,False
Antonio Conte would prefer to keep Skriniar but needs to raise funds to make more signings of his own and could therefore green-light a departure if Spurs submit an offer close to the Serie A club's valuation of the Slovakian.,False,True,False,False,True,False,False,False,False,False,False
"Spurs has Eric Dier, Toby Alderweireld, Davinson Sanchez and Japhet Tanganga as options in central defender with Juan Foyth expected to depart and Jan Vertonghen having yet to be replaced since leaving the Tottenham Hotspur Stadium at the end of his contract in June.",False,False,False,True,False,True,False,False,False,False,False
"This article contains affiliate links, which means we may receive a commission on any sales of products or services we write about. This article was written completely independently, see more details here
",False,False,False,False,False,False,False,False,False,False,True
X],False,False,False,True,False,False,False,False,False,False,False
"TOTTENHAM have reached a deal with Benfica over striker Carlos Vinicius.
",False,False,False,True,False,True,False,False,False,False,False
The North London club are desperate to land a forward to support Harry Kane before the transfer window closes on Monday.,False,True,False,False,False,False,False,False,False,True,False
AFP - GettyTottenham are close to securing a deal to bring Benfica striker Carlos Vinicius to White Hart Lane,False,False,False,True,False,True,False,False,False,False,False
"[/caption]
",False,False,False,False,False,False,False,False,False,False,True
"And Spurs agreed a move with Benfica for their front man, with the 25-year-old arriving at Tottenham today.",False,False,False,True,False,True,False,False,False,False,False
"Initially it will mean a season-long loan for Vinicius at White Hart Lane.

But it is understood there will be a clause in the contract to make the transfer permanent for around £41million next summer.
",False,True,False,False,False,False,True,False,False,False,False
Vinicius only signed for Benfica from Napoli for £15m a year ago,False,False,False,True,False,True,False,False,False,False,False
"but impressed in his debut season with the club.
",False,True,False,False,False,False,False,False,False,True,False
The Brazilian scored 24 goals in 47 appearances across all competitions.,False,False,False,True,False,True,False,False,False,False,False
"He is understood to have an £89m release clause in his Benfica contract, which runs until 2024.",False,False,False,True,False,True,False,False,False,False,False
But the financial impact of coronavirus and Benfica missing out on Champions League football mean they are open to doing business.,False,False,False,True,False,False,True,False,False,False,False
"At 6ft 3ins but with rapid speed, he is comfortable playing through the middle as a No9 or out wide and should be able to ease the burden on Kane.",False,False,False,True,False,True,False,False,False,False,False
"Most read in Football

WINGING IT

Bayern Munich plot Lemar loan transfer from Atletico Madrid after Sane injury
",False,False,False,False,False,False,False,False,False,False,True
"SERGI-UH-OH

Reguilon's 'career ended' by Azpilicueta after  'never-ending slide tackle'

STORM BREWING",False,False,False,False,False,False,False,False,False,False,True
Sheffield United launch £23m Rhian Brewster bid with Liverpool set to accept,False,False,True,False,False,True,False,False,False,False,False
"HOT ROD

",False,False,False,False,False,False,False,False,False,False,True
"MAN UTD RATINGS
",False,False,False,False,False,False,False,False,False,False,True
"Pogba reminds Solskjaer of talents, Mata shines but James needs loaning",False,False,True,False,False,False,False,False,False,True,False
RED LIGHT,False,False,False,False,False,False,False,False,False,False,True
"Liverpool could face horror draw with Barcelona, Inter Milan and Monchengladbach
",False,True,False,False,True,False,False,False,False,False,False
Boss Jose Mourinho has also been linked with Bournemouth’s Joshua King as well as Swiss star Haris Seferovic.,False,False,False,True,False,False,True,False,False,False,False
"And as revealed by SunSport,",False,True,False,False,False,False,True,False,False,False,False
Spurs are in talks with Napoli over a £25m deal for Polish striker Arkadiusz Milik.,False,True,False,False,False,True,False,False,False,False,False
The ex-Ajax frontman – who has also been linked to Manchester United – has scored 48 goals in 122 appearances for Gli Azzurri.,False,True,False,False,False,True,False,False,False,False,False
Mourinho is confident he will get his wishes before deadline day ends.,False,False,True,False,False,False,False,False,True,False,False
"He said: “Yes, I want, I need a striker.
",False,False,False,True,False,False,False,True,False,False,False
"“But I want to make it very, very clear that the club – the structure above me – knows that I need a striker and also wants a striker.

“Are we going to get one? I honestly believe so. For the balance of the squad, the team needs it because at this moment the squad is getting very balanced, with different options for different positions.”",False,False,False,True,False,False,False,True,False,False,False
Jeremy Corbyn has apologised after a photo emerged of him breaching the 'Rule of Six' at a dinner party.,False,False,False,True,False,True,False,False,False,False,False
"The photo showed the former Labour leader, 71, and his wife Laura Alvarez, 51, seated around a nine-person strong table at a friend's house.",False,False,False,True,False,True,False,False,False,False,False
"Corbyn and his guests now face fines of £200 each, racking up to £1,800 in total, for breaching Covid-19 rules.",False,False,False,True,False,True,False,False,False,False,False
The MP for Islington North tonight apologised for the incident. admitting it was a 'mistake'.,False,False,False,True,False,True,False,False,False,False,False
"'I recently had dinner at a friend's house where the number of guests eventually exceeded five,' ",False,True,False,False,False,True,False,False,False,False,False
"he told The Sun.
",False,False,False,True,False,False,False,False,True,False,False
'I understand that remaining at the dinner was a breach of the rule of six. I apologise for my mistake.',False,True,False,False,False,False,False,True,False,False,False
"Guests at the event reportedly included left-wing activists, filmmakers and artists.
",False,False,False,True,False,False,True,False,False,False,False
"One guest got up from the table to take a picture of the other eight, with an unsmiling Corbyn sitting two seats away from his wife.",False,False,False,True,False,False,True,False,False,False,False
"The 'rule of six' was brought in by the government on September 14 in an attempt to control the spread of a second wave of Covid-19.

Those in violation of the rules face potential fines of £200 each for first-time offenders.
",False,True,False,False,False,True,False,False,False,False,False
it is understood the dinner party took place on the same day Corbyn's older brother Piers led an anti-mask rally in Trafalgar Square.,False,False,False,True,False,False,True,False,False,False,False
A source told The Sun: 'It's clear that Jeremy realised immediately the danger the photo had put him in.,False,False,False,True,False,False,True,False,False,False,False
"'His face says it all. He knew he shouldn't have been present and he, of all people, should know the rules.'",False,False,False,False,False,False,False,True,False,False,False
"David Morris, Tory MP for Morecambe and Lunesdale, ",False,True,True,False,False,False,False,False,True,False,False
"described the image as 'disappointing'.
",False,False,False,False,False,False,False,True,False,False,False
"'Millions of Brits are quietly sticking to the rules to defeat this horrific virus while Jeremy Corbyn is swanning around at a posh ­dinner party,' he said.
",False,False,False,False,False,False,False,True,False,False,False
"The Rule of Six applies across England by law, meaning that gatherings should not be larger than that.",False,True,False,False,False,True,False,False,False,False,False
"There are also local lockdowns in place across much of England with some 16 million Britons living under such local restrictions.

Britain today recorded 7,108 more coronavirus cases and another 71 deaths — including a three-month high of seven in Scotland.

Daily infections are up 15 per cent on last Wednesday's 6,178 and almost 80 per cent higher than on Wednesday two weeks ago.

But Britain's infections are a far-cry from what they were during the darkest days of the crisis in March and April, when at least 100,000 people were getting struck down every day.
",False,False,False,True,False,True,False,False,False,False,False
"Jeremy Corbyn has apologised after he was photographed breaking the government's coronavirus ""rule of six""",False,False,False,True,False,True,False,False,False,False,False
"The former Labour leader was photographed at a dinner party with eight other people including the photographer – potentially setting himself up for a £200 fine.
",False,False,False,True,False,True,False,False,False,False,False
It comes after Boris Johnson and other government ministers were unable to answer basic questions about the rules they had brought in,False,True,False,False,False,False,True,False,False,False,False
 - with critics saying they were too complicated.,False,True,False,False,False,False,False,True,False,False,False
"Mr Corbyn told The Sun newspaper, which published a photograph of the event:",False,False,False,True,False,False,False,False,True,False,False
“I recently had dinner at a friend’s house where the number of guests eventually exceeded five.,False,False,False,True,False,True,False,False,False,False,False
"""I understand that remaining at the dinner was a breach of the rule of six. I apologise for my mistake.”",False,True,False,False,False,True,False,False,False,False,False
Labour shadow health minister Rosena Allin-Khan said,False,False,False,True,False,False,False,False,True,False,False
the former party leader should be fined.,False,True,False,False,False,False,False,True,False,False,False
"""I'm disappointed. I'm glad that Jeremy Corbyn has apologised, it is absolutely inexcusable for people to break the rules, the rules apply to everyone,"" she said, adding: ""He rightly should be paying the fine"".",False,True,False,False,False,True,False,False,False,False,False
"Meanwhile Boris Johnson’s father Stanley Johnson has said he is “extremely sorry” after he was pictured in a shop without a mask, also breaking the rules.
",False,False,False,True,False,True,False,False,False,False,False
The former Tory MEP said,False,True,False,False,False,False,False,False,True,False,False
he did not know the rules because he had been away from the UK and described his actions as a “slip up”.,False,True,False,False,False,False,False,True,False,False,False
Not wearing a mask is also punishable by a fine.,False,False,False,True,False,True,False,False,False,False,False
"Mr Corbyn stood down as leader of the opposition in early April to be replaced by Sir Keir Starmer. He remains a Labour MP, sitting on the backbenches.",False,False,False,True,False,True,False,False,False,False,False
"The Tokyo Stock Exchange halted all stock trading for Thursday’s session due to a system problem, a rare glitch that market participants said could undermine trust in the exchange",False,False,False,True,False,True,False,False,False,False,False
"After trading was halted for the morning session, the exchange said at midday that no trading would take place for the rest of the day. It said it didn’t know yet whether trading could resume Friday.",False,False,False,True,False,True,False,False,False,False,False
"A spokesman for the exchange’s operator, Japan Exchange Group Inc., 8697 -1.84% said it didn’t see signs of hacking. In August, a cyberattack from overseas caused four days of shutdowns at New Zealand’s stock market.",False,False,False,True,False,True,False,False,False,False,False
"The Tokyo problem, which involved the part of the system that distributes price information, was discovered at about 7 a.m. local time, two hours before the stock market normally opens.",False,False,False,True,False,True,False,False,False,False,False
"“We apologize to investors and market participants for causing disruption,” the exchange said in a statement.",False,False,False,True,False,False,False,False,False,False,False
"Ichiro Yamada, executive officer for securities investment at Fukoku Mutual Life Insurance, said the exchange should explain clearly what caused the trading halt.",False,False,False,True,False,True,False,False,False,False,False
"“Otherwise, trust in the market could waver,” he said.",False,False,False,True,False,False,False,False,False,False,False
"The Osaka stock exchange remained open and futures prices tied to the benchmark Nikkei stock index were up, suggesting traders didn’t foresee a major disruption that would damage stock prices overall. Mr. Yamada said a market halt could hurt short-term traders, but long-term investors such as Fukoku wouldn’t be affected by a few days of suspension",False,False,False,True,False,False,False,False,False,False,False
"While the Tokyo Stock Exchange has had glitches over the years that affected some trading, a complete halt to stock trading is unusual.",False,False,False,True,False,False,False,False,False,False,False
"
In January 2006, the exchange shut down all trading for the final 20 minutes of the day after a surge of sell orders overwhelmed the system. In November 2005, a computer failure shut the exchange for most of a day.",False,False,False,True,False,True,False,False,False,False,False
"Takeo Kamai, head of execution services at CLSA in Tokyo, said if markets opened abruptly and computer trading programs issued a large volume of piled-up orders, it could cause temporary disruption.",False,False,False,True,False,False,False,False,False,False,False
"“I just think there’s going to be pent-up demand,” he said, though he added it could be a one-off event.",False,False,False,True,False,False,False,False,False,False,False
Trading in Tokyo's stock markets was halted for the whole day on Thursday after the system suffered one of its worst ever glitches.,False,False,False,True,False,True,False,False,False,False,False
A technical problem involving the delivery of market information was flagged to the operator of the Tokyo Stock Exchange operator and business was stopped less than half an hour before the opening bell,False,False,False,True,False,True,False,False,False,False,False
"""TSE has decided to halt all listed stocks for all of today. When trade will resume has not yet been decided,"" the exchange said in a statement, which added that a decision on whether to resume Friday will be announced later.",False,False,False,True,False,True,False,False,False,False,False
"The TSE did not give a reason for the outage, but said it has no evidence of unauthorized access from outside the system. The Nikkei newspaper reported it was due to an unspecified hardware problem.",False,False,False,True,False,True,False,False,False,False,False
The timing is really just bad,False,False,False,True,False,False,False,False,True,False,False
Takashi Hiroki,False,False,False,True,False,False,False,False,True,False,False
"chief strategist at Monex in Tokyo, said about the trading halt, adding many market participants were hoping to buy back their stocks or increase their holdings following an overnight rise on Wall Street.
",False,True,False,False,True,False,False,False,False,False,False
"[The overnight rise] could have prompted a surge in stocks buybacks in early Japanese market. But the market was robbed of that chance.""",False,True,False,False,False,False,False,True,False,False,False
"The Tokyo Stock Exchange is the world's third largest bourse after the New York Stock Exchange and Nasdaq, with market capitalization of nearly $6 trillion (€5.1 trillion).",False,True,False,False,False,True,False,False,False,False,False
"The glitch hit the country's top Nikkei 225 and Topix indexes as well as exchanges in Nagoya, Sapporo and Fukuoka that operate through Tokyo's system. The derivative-focused Osaka exchange was functioning normally, though, the operator said",False,False,False,True,False,True,False,False,False,False,False
"It is the first significant glitch to hit Tokyo since 2018, when a trading system problem left some securities firms unable to execute orders but that only had what was described as a limited effect on overall market activity for the day.",False,False,False,True,False,True,False,False,False,False,False
"The trading halt closed one of the few major markets that was due to be open in Asia on Thursday, with bourses in Hong Kong, Shanghai, South Korea and Taipei all closed for holidays.",False,False,False,True,False,True,False,False,False,False,False
"After a local journalist was able to walk into a recently-burglarized Philadelphia warehouse where voting machines are kept and document the lack of security, city officials have promised to bolster security measures.",False,False,False,True,False,True,False,False,False,False,False
"WHYY reporter Max Marin had no problem gaining access to the East Falls warehouse that holds Philadelphia’s voting machines, strolling in through an open door on Thursday morning – the day after election officials admitted sensitive materials had recently been stolen from the facility and vowed to step up their security.",False,False,False,True,False,True,False,False,False,False,False
"The journalist posted a video to Twitter showing rows and rows of silent voting machines and no human beings, or security cameras, in sight. After an impromptu tour of the facility, Marin reported he did finally encounter an employee, who told him to leave as press was not allowed in the building but refused to answer any security-related questions",False,False,False,True,False,True,False,False,False,False,False
"In response to Marin’s report, city officials promised enhanced security measures including a round-the-clock police detail, a major increase in on-site security personnel, and stringent log-in and log-out procedures. A ",False,False,False,True,False,True,False,False,False,False,False
spokesperson for Philadelphia Mayor Jim Kenney,False,False,False,True,False,False,False,False,True,False,False
"pledged to implement the upgrades “expeditiously.”
“Strict adherence” to existing security policy would also be part of the upgrade,",False,True,False,False,True,False,False,False,False,False,False
 city spokesperson Mike Dunn,False,False,False,True,False,False,False,False,True,False,False
" told local media. Deputy Elections Commissioner Nick Custodio claimed a security guard was already supposed to be outside the door Marin used to enter, though he admitted he did not know whether the guard was there 24 hours or just when the facility was open.",False,False,False,True,False,True,False,False,False,False,False
"Also on rt.com
Memory sticks used to program voting machines STOLEN in Philadelphia, but city says election is just fine",False,True,False,True,True,False,False,False,False,False,False
"Multiple encrypted USB sticks used to program the machines and a laptop belonging to a contractor from the machines’ manufacturer were recently stolen from the same facility. The theft, which sources told local media happened earlier this week, wasn’t made public until Wednesday. It was also followed up by a promise from the city’s government to implement stronger security measures.",False,False,False,True,False,True,False,False,False,False,False
"Philadelphia officials have hastened to reassure the public that the integrity of the elections system had not been compromised. However, it was discovered that several of the numbered seals placed on the voting machines after they were programmed to ensure they remained unmolested did not match the machines themselves, an",False,True,False,False,False,False,False,False,False,False,False
anomaly elections official Nick Custodio,False,False,False,True,False,False,False,False,True,False,False
blamed on a “logging error” rather than actual tampering,False,False,True,False,False,False,False,False,False,False,False
"While the adoption of increased security only after Marin documented the absence of locks and cameras might be seen as too little, too late by some, it seems to be typical for Philadelphia election officials, who refused to even confirm that the recent voting equipment theft had taken place until local paper the Philadelphia Inquirer warned they would be publishing a story on it with or without their input.",False,True,False,True,True,False,False,False,False,False,False
‘Worst idea ever’,False,False,False,True,True,False,False,False,False,False,False
Former US intel chief slammed for demanding ANOTHER election integrity commission to ‘reassure Americans’,False,False,False,True,False,True,False,False,False,False,False
Think your friends would be interested? Share this story!,True,False,False,False,False,False,False,False,False,False,False
A reporter found a voting machine storage facility in Philadelphia to be unlocked and unsupervised when he showed up to investigate the recent theft of voting materials,False,False,False,True,False,True,False,False,False,False,False
Max Marin,False,False,False,True,False,False,False,False,True,False,False
"an investigative reporter with WHYY, said he spent several minutes alone in a warehouse that is being used to store voting machines. Marin, who was at the facility on Thursday to ask about a recent theft of a laptop and several USB memory sticks, walked in through a propped-open door and announced himself several times, but said no one was around to supervise him.",False,False,False,True,False,True,False,False,False,False,False
"""A laptop and USB devices were stolen sometime this week from the Philadelphia’s elections storage warehouse. I went over this morning to check out the security situation. I was able to walk right into the voting machine storage unit, alone, for several minutes,"" Marin tweeted",False,False,False,True,False,True,False,False,False,False,False
"Marin also posted a video of his walk through the warehouse.
",False,False,False,True,False,True,False,False,False,False,False
"""I just walked into an election warehouse in the East Falls neighborhood of Philadelphia. The door was open. There was a theft that occurred of a computer and some USB devices sometime this week and I'm here in this warehouse where all of the voting machines are stored,"" Marin said.",False,False,False,True,False,True,False,False,False,False,False
"""Again, I just walked in that door. I've been announcing my name trying to see if anyone is here. I quite easily could take any number of things with this level of access,"" he added.",False,True,False,False,True,False,False,False,False,False,False
"Tweet

Marin shouted ""hello"" several times and said he was unable to spot any security cameras inside the facility. He eventually found an employee of the facility after walking to the far end of the warehouse. The staff member told him that no press was allowed in the building. Marin said a city official told him that a security guard was supposed to be on the property at all times.",False,False,False,True,False,True,False,False,False,False,False
Deputy City [Commissioner] Nick Custodio,False,False,False,True,False,False,False,False,True,False,False
" told me that a security guard should be stationed there at all times now. He was not for some reason. I did see a security walking to the other end of the property when I pulled up,"" Marin tweeted.",False,False,False,True,False,True,False,False,False,False,False
"There’s a man sitting in the door now, more staffers coming in and out of the building. I likely just walked in at a moment where no one is around, but the ease of access was still alarming to me,"" he added.

Tweet",False,False,False,True,False,True,False,False,False,False,False
Mayor Jim Kenney,False,False,False,False,False,False,False,False,True,False,False
"revealed that the election items had been stolen in a statement Wednesday. He said the city was investigating the issue, but told residents that the situation should not deter them from voting. Marin said he was told by the city that the laptop that was stolen has been disabled.",False,False,False,True,False,True,False,False,False,False,False
"After Marin's unsupervised visit to the facility, Kenney announced that he had increased the security in all election facilities. Guards will be present at voting facilities 24 hours per day and each warehouse will have to log who enters and exits the facilities.",False,False,False,True,False,True,False,False,False,False,False
"Photo Caption:Stickers reading “I Voted” rest on a voting machine is set up inside a polling station at Yonkers Middle/High School, Tuesday, June 23, 2020, in Yonkers",False,False,False,True,False,True,False,False,False,False,False
 N.Y. (AP Photo/John Minchillo),True,False,False,False,False,False,False,False,False,False,False
(Adds background on Brett Icahn and details from statement),True,False,False,False,False,False,False,False,False,False,False
"Oct 1 (Reuters) - Billionaire Carl Icahn announced the formal return of his son Brett to his hedge fund and asset management operation on Thursday, signaling he expected to hand over the reins of Icahn Enterprises L.P. within at most seven years.",False,False,False,True,False,True,False,False,False,False,False
"The Florida-based company said the 41-year old would manage a team of portfolio managers and was expected to succeed his father, now 84 but still one of Wall Street’s biggest names, as CEO and chairman.
Brett Icahn, who co-managed Icahn Enterprises’ Sargon Portfolio until 2016, will also buy $10 million of depositary units from Carl Icahn, the company said in a statement.",False,False,False,True,False,True,False,False,False,False,False
"Prior to their departure in 2016, Brett Icahn and co-manager David Schechter were responsible for some of the elder Icahn’s most successful stock picks, including an investment in Netflix Inc.
They continued as consultants after their exit to give Carl Icahn exclusive advice.
The Sargon Portfolio generated annualized gross returns of 26.8% from its formation in April 2010 through its expiration in July 2016.",False,False,False,True,False,True,False,False,False,False,False
"As part of the latest moves, Icahn Capital has hired three portfolio managers who will work in the investment unit under the father and son’s supervision, the statement added.
In an interview here with the Wall Street Journal last year, Carl Icahn had said that Brett was the ""leading candidate"" to take over the firm.
“I’m still in charge, but he’d get a piece of the action.” ",False,False,False,True,False,True,False,False,False,False,False
"(Reporting by C Nivedita in Bengaluru; editing by Patrick Graham and Maju Samuel)
",True,False,False,False,False,False,False,False,False,False,False
Carl Icahn has finally revealed a plan to hand over the reins of his investing empire to his son ,False,False,False,True,False,True,False,False,False,False,False
and the plan is to take his sweet time,False,True,False,False,True,False,False,False,False,False,False
"The 84-year-old corporate raider has struck a deal with his 41-year-old son, Brett, to hand over control as chairman and chief executive of Icahn Enterprises — a publicly traded firm valued at $11 billion — in a transition that could take as long as seven years, the company said Thursday",False,False,False,True,False,True,False,False,False,False,False
"Brett — who has worked on and off as a consultant for the firm for the past several years after doing a 15-year-stint at the firm — will join the board of Icahn Enterprises, managing a small group of portfolio managers and will invest $10 million in the firm, the company said in a statement.",False,False,False,True,False,True,False,False,False,False,False
"According to the agreement, Brett Icahn will “manage a portfolio of assets” for the firm “subject to certain veto rights by Carl Icahn,” the company said. He’ll succeed his dad as boss after seven years “or earlier should Carl Icahn cease for any reason to act in such capacities.",False,False,False,True,False,False,False,False,True,False,False
"As first reported by The Post, the elder Icahn moved the firm this spring to the Miami area, telling its employees to either move with him or find another job. He has lately been playing tennis in the 90-degree heat while waging corporate boardroom battles, sources familiar with his schedule said.",False,False,False,True,False,True,False,False,False,False,False
"According to the Wall Street Journal, Icahn has been locked down during the coronavirus crisis at his sprawling mansion on Miami’s posh Indian Creek island “with his wife Gail, their dogs, and a small staff that brings him a nightly ‘quarantini’ cocktail after tennis.”",False,False,False,True,False,True,False,False,False,False,False
"As reported by The Post, Icahn’s recent battles have included a bid to sell Navistar, which has landed him in a power struggle on the truck manufacturer’s board with his old protege Mark Rachesky.",False,True,False,True,False,True,False,False,False,False,False
"Brett IcahnPatrick McMullan via Getty Images
Brett, meanwhile, has led successful tech investments in the past for his dad, including Netflix.",False,True,False,True,False,True,False,False,False,False,False
"Icahn Enterprises in 2010 gave Brett and his business partner David Schechter $3 billion to manage for six years, and agreed to give them 7.5 percent of the overall profits beyond a 4-percent hurdle rate. The partners more than doubled the portfolio’s value to roughly $7 billion as of July 31, 2016, and collected roughly $256 million each.",False,True,False,True,False,True,False,False,False,False,False
"Brett, who like his dad went to college at Princeton University, considered raising his own hedge fund, but was always angling to be part of the family business, sources said. Several people who have worked with Brett described him as more introverted than his larger-than-life father.",False,True,False,True,False,True,False,False,False,False,False
"
",False,False,False,True,False,False,False,False,False,False,False
"2014's The Amazing Spider-Man 2 isn’t generally regarded as the best movie about Marvel’s preeminent wall-crawler, and in fact its most significant contribution to the world of superhero movies is probably just the fact that it was such a critical and commercial disappointment that it convinced Sony to let Marvel have a shot at making Spider-Man movies—opening the door for Spidey to appear in Captain America: Civil War and then Homecoming and Far From Home. Amazing Spider-Man 2 isn’t offensively terrible or anything, it’s just more of a historical footnote at this point.",False,False,False,True,False,False,False,True,False,False,False
"Or at least it was, right up until this afternoon, when The Hollywood Reporter revealed that Jamie Foxx’s Electro—one of several major comic villains to show up in Amazing Spider-Man 2—will appear in the next Spider-Man movie with Tom Holland. For people who are reading this but also somehow don’t know how comic book movies work: The current Tom Holland Spider-movies take place in the Marvel Cinematic Universe, while the Garfield and Maguire movies took place in their own separate universes, which means Jamie Foxx’s Electro shouldn’t exist in the world of Tom Holland’s Spider-Man",False,True,False,True,False,True,False,False,False,False,False
That makes this news very strange,False,False,False,True,False,False,False,True,False,False,False
"It’s possible Sony simply wants to bring back Foxx, much like how J.K. Simmons returned as J. Jonah Jameson at the end of Far From Home",False,True,False,False,False,True,False,False,False,False,False
"but Simmons’ Jameson is a fan-favorite character who everyone was excited to see again. Foxx’s Electro is just… a reminder that Amazing Spider-Man 2 happened. The other possibility is that someone is up to some multiverse madness and this is the same Electro that Jamie Foxx played in the other movie. Maybe Andrew Garfield’s Spider-Man will have to show up and help Tom Holland’s Spider-Man? Maybe there could also be, like, a Nic Cage Spider-Man and a pig Spider-Man, and they all go into some kind of Spider-Verse? Now that sounds like a hell of a movie",False,False,False,True,False,False,False,True,False,False,False
Spider-Man 3 Still on Track to Begin Filming in Atlanta This Year,True,False,False,False,False,False,False,False,False,False,False
